applicant_id,probability_of_default,risk_band,recommended_decision,actual_default
265387,0.2887301597920323,Medium Risk,Manual Review,0
251350,0.0434314249398956,Low Risk,Approve,0
435009,0.4075063247701617,High Risk,Decline,0
393348,0.6364780916651397,High Risk,Decline,0
331843,0.116866394804953,Medium Risk,Manual Review,0
328857,0.392811899177831,High Risk,Decline,1
323668,0.0848655868276795,Low Risk,Approve,0
276909,0.434782553104872,High Risk,Decline,0
410397,0.1270865512056433,Medium Risk,Manual Review,0
311775,0.4084048021513169,High Risk,Decline,0
452827,0.1694176051710594,Medium Risk,Manual Review,0
232587,0.6846250823442867,High Risk,Decline,1
431902,0.3433018860690875,High Risk,Decline,0
287348,0.6234133103931107,High Risk,Decline,0
341772,0.322759783185582,High Risk,Decline,0
453804,0.3190408192807464,High Risk,Decline,0
221666,0.2238558023148959,Medium Risk,Manual Review,0
314396,0.0228347947060944,Low Risk,Approve,0
117765,0.388157719141578,High Risk,Decline,0
176227,0.570167099464129,High Risk,Decline,0
126305,0.4140663761634032,High Risk,Decline,0
351184,0.4809467325936899,High Risk,Decline,0
149573,0.0929629080701387,Low Risk,Approve,0
117762,0.5268886872502845,High Risk,Decline,0
183120,0.1604687907651316,Medium Risk,Manual Review,0
244788,0.525647847323018,High Risk,Decline,0
431928,0.1499586415243528,Medium Risk,Manual Review,0
336815,0.6097922531036363,High Risk,Decline,0
402391,0.1037748277566071,Medium Risk,Manual Review,0
286932,0.3454120012931623,High Risk,Decline,0
380104,0.5227879874286098,High Risk,Decline,0
139821,0.5825994241852942,High Risk,Decline,0
145906,0.7953032662852456,High Risk,Decline,0
111216,0.6407785622200113,High Risk,Decline,1
351578,0.5680029565361294,High Risk,Decline,0
410238,0.208129492383891,Medium Risk,Manual Review,0
173176,0.3844317583040257,High Risk,Decline,0
331806,0.0491794104224124,Low Risk,Approve,0
139508,0.2029505851554863,Medium Risk,Manual Review,0
172154,0.2817902727309724,Medium Risk,Manual Review,0
271659,0.181045516565887,Medium Risk,Manual Review,0
218344,0.3956161532923429,High Risk,Decline,0
305631,0.4678934154115334,High Risk,Decline,0
327888,0.7403096150331372,High Risk,Decline,0
123000,0.32877007569492,High Risk,Decline,0
108541,0.2259773527174652,Medium Risk,Manual Review,0
428532,0.5587002960989228,High Risk,Decline,0
388116,0.624678850187818,High Risk,Decline,0
374027,0.3193988777369698,High Risk,Decline,0
386499,0.5347865922965983,High Risk,Decline,0
144311,0.2609361066409268,Medium Risk,Manual Review,0
225921,0.9178339457182336,High Risk,Decline,1
438821,0.673508979271716,High Risk,Decline,0
296610,0.1794193261999666,Medium Risk,Manual Review,0
419442,0.6647795069145381,High Risk,Decline,0
141572,0.3241448316581325,High Risk,Decline,0
331360,0.267944987643787,Medium Risk,Manual Review,0
335609,0.1476923641996163,Medium Risk,Manual Review,0
377546,0.1033585614249929,Medium Risk,Manual Review,0
273658,0.0358491238347568,Low Risk,Approve,0
436769,0.1638017822565484,Medium Risk,Manual Review,0
233244,0.2541090397883907,Medium Risk,Manual Review,0
380974,0.0458496185487959,Low Risk,Approve,0
449378,0.6344885776519508,High Risk,Decline,0
121731,0.1789969881715248,Medium Risk,Manual Review,0
204889,0.0598729968580183,Low Risk,Approve,0
216873,0.0877311571118689,Low Risk,Approve,0
135768,0.0400352461555282,Low Risk,Approve,0
183621,0.2342466235169211,Medium Risk,Manual Review,0
378562,0.1480249258339129,Medium Risk,Manual Review,0
229878,0.7969036687251938,High Risk,Decline,0
283497,0.183351344278348,Medium Risk,Manual Review,0
141755,0.0937631565676827,Low Risk,Approve,0
297084,0.5140239493926327,High Risk,Decline,0
236830,0.2106215297521068,Medium Risk,Manual Review,0
222163,0.0739187035713866,Low Risk,Approve,0
441858,0.5717193047232046,High Risk,Decline,0
139991,0.2474794196084895,Medium Risk,Manual Review,0
203800,0.7926252397025622,High Risk,Decline,0
310927,0.6024085158951629,High Risk,Decline,0
400875,0.0929250162183393,Low Risk,Approve,0
272363,0.2321893921617014,Medium Risk,Manual Review,0
167406,0.5970934019634468,High Risk,Decline,0
420548,0.6207008657187163,High Risk,Decline,0
282249,0.3282460223835091,High Risk,Decline,1
430527,0.6627264640567312,High Risk,Decline,0
318981,0.3964097934832294,High Risk,Decline,0
205870,0.2216662836222186,Medium Risk,Manual Review,0
244905,0.1304361250887821,Medium Risk,Manual Review,0
190409,0.192980843376114,Medium Risk,Manual Review,0
177038,0.1674667988338212,Medium Risk,Manual Review,0
386388,0.1113764616701086,Medium Risk,Manual Review,0
424429,0.099204410685734,Low Risk,Approve,0
366345,0.356767833623308,High Risk,Decline,0
208212,0.8286690975101861,High Risk,Decline,0
323333,0.3732454984994954,High Risk,Decline,0
122980,0.3323015629209257,High Risk,Decline,0
157447,0.1705994005852836,Medium Risk,Manual Review,0
210229,0.1728742255566469,Medium Risk,Manual Review,0
271407,0.5632013265327108,High Risk,Decline,0
268506,0.2877498733575404,Medium Risk,Manual Review,0
350205,0.1280254338230836,Medium Risk,Manual Review,0
361934,0.0766671386666523,Low Risk,Approve,0
360750,0.2285412717909612,Medium Risk,Manual Review,0
223548,0.560478362333262,High Risk,Decline,0
166595,0.5941474659632117,High Risk,Decline,1
121470,0.6681147882048015,High Risk,Decline,0
219938,0.1780369341980125,Medium Risk,Manual Review,0
168636,0.076646103109814,Low Risk,Approve,0
355756,0.5382349102537458,High Risk,Decline,0
116344,0.5961478202257193,High Risk,Decline,0
262522,0.6131388331091192,High Risk,Decline,0
187820,0.5545995292764695,High Risk,Decline,0
446849,0.2827814447078113,Medium Risk,Manual Review,0
144995,0.401312784013913,High Risk,Decline,0
338298,0.5265349587358442,High Risk,Decline,1
375148,0.037841379066834,Low Risk,Approve,0
178173,0.4857108919175401,High Risk,Decline,0
440065,0.1213038736240642,Medium Risk,Manual Review,0
260325,0.162605926566392,Medium Risk,Manual Review,0
128774,0.3208646321654441,High Risk,Decline,0
235457,0.1463571271888943,Medium Risk,Manual Review,0
294955,0.4264157503817506,High Risk,Decline,0
428389,0.3175822709289373,High Risk,Decline,0
104368,0.4915620265516979,High Risk,Decline,0
444774,0.3655308765014726,High Risk,Decline,0
301217,0.0988334036337034,Low Risk,Approve,0
184139,0.2895907250020599,Medium Risk,Manual Review,0
422156,0.6852296992464086,High Risk,Decline,0
284889,0.3516076930401446,High Risk,Decline,0
449419,0.7639547404532129,High Risk,Decline,0
230500,0.766919282523159,High Risk,Decline,1
152297,0.5093370326537006,High Risk,Decline,0
198199,0.0978610425882382,Low Risk,Approve,0
403628,0.2779237877151446,Medium Risk,Manual Review,0
227607,0.1628450106960575,Medium Risk,Manual Review,0
424733,0.3805138102210512,High Risk,Decline,0
357273,0.668809084189187,High Risk,Decline,0
163906,0.3870825035115363,High Risk,Decline,0
236195,0.3221426981182475,High Risk,Decline,0
333552,0.2071417741275237,Medium Risk,Manual Review,0
200694,0.1830892614188434,Medium Risk,Manual Review,0
426864,0.6933267107787725,High Risk,Decline,0
367223,0.1582411759032689,Medium Risk,Manual Review,0
227349,0.4017631054214362,High Risk,Decline,0
419745,0.23942973618537,Medium Risk,Manual Review,0
141774,0.2664689740782268,Medium Risk,Manual Review,0
387826,0.4638480535564597,High Risk,Decline,0
413044,0.487176059154165,High Risk,Decline,0
257512,0.1306838588472729,Medium Risk,Manual Review,0
262204,0.9130415141421564,High Risk,Decline,1
329668,0.6031699290569014,High Risk,Decline,0
330831,0.3627731183539044,High Risk,Decline,0
332422,0.0539627288497867,Low Risk,Approve,0
171605,0.1055802255554553,Medium Risk,Manual Review,0
436487,0.1772253502960155,Medium Risk,Manual Review,0
436095,0.2097902446890977,Medium Risk,Manual Review,0
298447,0.162368233801178,Medium Risk,Manual Review,0
434295,0.8196758917366846,High Risk,Decline,0
391848,0.0587482854335847,Low Risk,Approve,0
144812,0.5895223936107696,High Risk,Decline,0
256425,0.046722902047387,Low Risk,Approve,0
247168,0.1758829383981551,Medium Risk,Manual Review,1
237026,0.21633686919608,Medium Risk,Manual Review,0
454003,0.5181773901855743,High Risk,Decline,0
144347,0.2841421638551329,Medium Risk,Manual Review,1
150160,0.2099370354978489,Medium Risk,Manual Review,0
412318,0.1591523740523564,Medium Risk,Manual Review,0
106801,0.4296668507700117,High Risk,Decline,0
123727,0.5497483740428333,High Risk,Decline,1
133892,0.1146904081270169,Medium Risk,Manual Review,0
312131,0.3250297473280514,High Risk,Decline,0
153783,0.5561652967057308,High Risk,Decline,0
111886,0.0871650416435916,Low Risk,Approve,0
319304,0.2658671484450569,Medium Risk,Manual Review,0
291510,0.1270927726010295,Medium Risk,Manual Review,0
158269,0.7486113859212806,High Risk,Decline,0
201247,0.094813088421351,Low Risk,Approve,0
197057,0.2538774772948337,Medium Risk,Manual Review,1
124029,0.2271804344275289,Medium Risk,Manual Review,0
397854,0.0732163017237986,Low Risk,Approve,0
294427,0.2568409957882573,Medium Risk,Manual Review,0
141272,0.1723068762596005,Medium Risk,Manual Review,0
356713,0.7157277506738678,High Risk,Decline,0
163322,0.3058241508775323,High Risk,Decline,0
315792,0.47499584011226,High Risk,Decline,0
274030,0.3833365401191273,High Risk,Decline,1
277105,0.1805880288839208,Medium Risk,Manual Review,0
243510,0.4767938988015226,High Risk,Decline,0
135897,0.3951923167192782,High Risk,Decline,0
146375,0.4145937296461104,High Risk,Decline,1
414550,0.4001732156994818,High Risk,Decline,0
119807,0.2452310657330595,Medium Risk,Manual Review,0
101670,0.287336473806913,Medium Risk,Manual Review,0
220685,0.2863480377480795,Medium Risk,Manual Review,0
188868,0.0603719532609654,Low Risk,Approve,0
201404,0.1225075126427707,Medium Risk,Manual Review,0
338313,0.1575505171495581,Medium Risk,Manual Review,0
238671,0.7878811480719615,High Risk,Decline,1
293150,0.218736730087605,Medium Risk,Manual Review,0
230816,0.8259212825132397,High Risk,Decline,0
109898,0.212425021453416,Medium Risk,Manual Review,0
283434,0.5212062798536531,High Risk,Decline,0
357930,0.120724715071069,Medium Risk,Manual Review,0
129182,0.2276575181410345,Medium Risk,Manual Review,0
417741,0.1177522125419972,Medium Risk,Manual Review,0
167115,0.3392036677839295,High Risk,Decline,0
438163,0.0439988245390495,Low Risk,Approve,0
165773,0.5326187783806811,High Risk,Decline,0
341625,0.305572761887003,High Risk,Decline,0
106849,0.6476490208711355,High Risk,Decline,0
343237,0.6752663308117223,High Risk,Decline,0
258211,0.8089954949162478,High Risk,Decline,0
225511,0.2835060508363791,Medium Risk,Manual Review,0
249811,0.635806333411382,High Risk,Decline,0
421059,0.1025626926400369,Medium Risk,Manual Review,0
157186,0.2383767550112711,Medium Risk,Manual Review,0
256152,0.1975340023625836,Medium Risk,Manual Review,0
428363,0.5125491563504645,High Risk,Decline,0
416593,0.3155510422533554,High Risk,Decline,0
410694,0.1823528773776501,Medium Risk,Manual Review,0
129377,0.138820782755402,Medium Risk,Manual Review,0
202589,0.0993758030305459,Low Risk,Approve,0
133327,0.1536417484731429,Medium Risk,Manual Review,0
106532,0.0644625818840185,Low Risk,Approve,0
158304,0.4194695330784271,High Risk,Decline,0
244138,0.0619270092508163,Low Risk,Approve,0
448716,0.3728075542760465,High Risk,Decline,0
401692,0.1949841188512367,Medium Risk,Manual Review,0
234155,0.0577736097341263,Low Risk,Approve,0
165284,0.0447883038989239,Low Risk,Approve,0
344667,0.1568189308455371,Medium Risk,Manual Review,0
291678,0.5944607486322657,High Risk,Decline,0
174660,0.5831815144918028,High Risk,Decline,0
429235,0.0667836187258462,Low Risk,Approve,0
204150,0.8019532348517596,High Risk,Decline,0
400788,0.4358860288079626,High Risk,Decline,0
258452,0.444972364695014,High Risk,Decline,0
451739,0.4062080655541337,High Risk,Decline,0
151653,0.0642946454607447,Low Risk,Approve,0
188566,0.1929214340385668,Medium Risk,Manual Review,0
451355,0.0985335531680969,Low Risk,Approve,0
192485,0.3026423045550705,High Risk,Decline,0
236205,0.0614117787549845,Low Risk,Approve,0
155032,0.1457664218127226,Medium Risk,Manual Review,0
361113,0.3866718101604027,High Risk,Decline,0
263042,0.8482321105062314,High Risk,Decline,1
119724,0.6990694137507465,High Risk,Decline,1
105721,0.12747668520092,Medium Risk,Manual Review,0
115501,0.1588761051656232,Medium Risk,Manual Review,0
391736,0.1341186929098241,Medium Risk,Manual Review,0
116115,0.4078035628204483,High Risk,Decline,0
211889,0.164712680735131,Medium Risk,Manual Review,0
153050,0.6099786961342611,High Risk,Decline,0
362895,0.1767822738585756,Medium Risk,Manual Review,0
209136,0.2677689173684254,Medium Risk,Manual Review,0
192767,0.6616304923431985,High Risk,Decline,0
311947,0.4558409855624556,High Risk,Decline,0
324898,0.4349270973240032,High Risk,Decline,0
267152,0.5565879325307092,High Risk,Decline,0
327584,0.8636457631388189,High Risk,Decline,1
206867,0.0211710294567561,Low Risk,Approve,0
144857,0.4412402641282685,High Risk,Decline,0
345001,0.131969815983666,Medium Risk,Manual Review,0
400742,0.6661652569836279,High Risk,Decline,1
440379,0.2350335826515709,Medium Risk,Manual Review,1
236197,0.0884471730239598,Low Risk,Approve,0
296041,0.5437232171066442,High Risk,Decline,0
364666,0.1848809855869766,Medium Risk,Manual Review,0
440535,0.1428781231683157,Medium Risk,Manual Review,0
117952,0.2265617105281842,Medium Risk,Manual Review,0
455153,0.2854748446440745,Medium Risk,Manual Review,0
225228,0.1362558159138921,Medium Risk,Manual Review,0
410510,0.2621628702689974,Medium Risk,Manual Review,0
183207,0.5005769412010802,High Risk,Decline,0
184093,0.4587611140475472,High Risk,Decline,0
175328,0.1188862334649754,Medium Risk,Manual Review,0
208247,0.6959859363236849,High Risk,Decline,1
169420,0.3315286022951536,High Risk,Decline,0
428305,0.140394050052719,Medium Risk,Manual Review,0
435872,0.1404896076301586,Medium Risk,Manual Review,0
241696,0.615839255268689,High Risk,Decline,0
220773,0.3287609292826322,High Risk,Decline,0
292151,0.4793968100912696,High Risk,Decline,0
409895,0.4514667224821166,High Risk,Decline,0
125736,0.0449436343608451,Low Risk,Approve,0
432602,0.2979472607537827,Medium Risk,Manual Review,0
377285,0.2619449342913489,Medium Risk,Manual Review,0
379605,0.5792983839010455,High Risk,Decline,0
225453,0.4922433380624957,High Risk,Decline,0
196200,0.1405162045118742,Medium Risk,Manual Review,0
323784,0.6120037337283808,High Risk,Decline,0
172573,0.3947945915218063,High Risk,Decline,1
279458,0.5888546225693436,High Risk,Decline,0
238069,0.3091232561886363,High Risk,Decline,0
449410,0.1890011629454365,Medium Risk,Manual Review,0
395554,0.188719681750562,Medium Risk,Manual Review,0
134618,0.2020628703139889,Medium Risk,Manual Review,0
424385,0.3477069708873511,High Risk,Decline,0
289275,0.1956345014335599,Medium Risk,Manual Review,0
200051,0.6478880636415691,High Risk,Decline,0
223000,0.6181354890342876,High Risk,Decline,0
129163,0.1809931664417188,Medium Risk,Manual Review,0
258641,0.2224370756115721,Medium Risk,Manual Review,0
194852,0.4634516292276271,High Risk,Decline,0
300595,0.1517854661593038,Medium Risk,Manual Review,0
429438,0.4315664390744554,High Risk,Decline,0
152884,0.209070870984948,Medium Risk,Manual Review,0
421404,0.3245637087877914,High Risk,Decline,0
373862,0.0471003345510075,Low Risk,Approve,0
438157,0.1245120177249892,Medium Risk,Manual Review,0
329257,0.6413152815988268,High Risk,Decline,0
258459,0.2337395545144356,Medium Risk,Manual Review,0
409882,0.7911491946948367,High Risk,Decline,1
222578,0.0724503644100821,Low Risk,Approve,0
107321,0.6376380594517205,High Risk,Decline,1
388224,0.1604455790667852,Medium Risk,Manual Review,0
280818,0.7112432052161776,High Risk,Decline,0
443562,0.6884746136577112,High Risk,Decline,0
230184,0.1549418278296818,Medium Risk,Manual Review,0
186711,0.2647614086313969,Medium Risk,Manual Review,0
330007,0.669714010017683,High Risk,Decline,0
309293,0.6580710409094782,High Risk,Decline,0
261472,0.5606152506307001,High Risk,Decline,1
228037,0.2409992590124556,Medium Risk,Manual Review,0
186924,0.3672511841889238,High Risk,Decline,0
372516,0.7605201751742102,High Risk,Decline,0
350840,0.2559364311750727,Medium Risk,Manual Review,0
382000,0.2777519598325065,Medium Risk,Manual Review,0
356034,0.0752263181693353,Low Risk,Approve,0
145898,0.129402585611569,Medium Risk,Manual Review,0
401468,0.5669959765878252,High Risk,Decline,0
303439,0.3168058988937972,High Risk,Decline,0
385283,0.2284546517492113,Medium Risk,Manual Review,0
243913,0.2792823566140391,Medium Risk,Manual Review,0
450133,0.5904944712796637,High Risk,Decline,1
333818,0.5135795167192374,High Risk,Decline,0
176128,0.1730846209738651,Medium Risk,Manual Review,0
126977,0.180842546761683,Medium Risk,Manual Review,0
314470,0.2576795976360698,Medium Risk,Manual Review,0
212476,0.311044985244452,High Risk,Decline,0
421691,0.2816952861081445,Medium Risk,Manual Review,0
237536,0.0645591127579497,Low Risk,Approve,0
206500,0.5005036417719989,High Risk,Decline,0
423353,0.4225557906544674,High Risk,Decline,0
327274,0.6289408608103765,High Risk,Decline,1
276816,0.4653660360953324,High Risk,Decline,0
289524,0.5845453624288864,High Risk,Decline,0
161708,0.0336443222517816,Low Risk,Approve,0
298107,0.4101251707184053,High Risk,Decline,0
351524,0.8158515459401082,High Risk,Decline,0
199853,0.1889606573031824,Medium Risk,Manual Review,0
123919,0.2009726721629209,Medium Risk,Manual Review,0
429553,0.113985949071734,Medium Risk,Manual Review,0
